Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Haul Road,Fire,Heavy Earth Moving Machinery,7,0,30,1–3 years,None,Night,39
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,7,0,18,<1 year,Basic,Night,57
2022,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Electrical accident,Drill,7,0,27,<1 year,Certified,Morning,79
2022,West Bengal,Bankura,Bankura Coal Mine,Opencast,Workshop,Roof fall,Dumper,8,0,23,1–3 years,None,Morning,49
2022,West Bengal,Bankura,Bankura Coal Mine,Underground,Stockyard,Blasting accident,Excavator,3,0,42,10+ years,Certified,Morning,85
2022,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,30,5–10 years,Basic,Night,75
2022,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Workshop,Side fall,None,3,0,32,5–10 years,Basic,Night,64
2022,West Bengal,Purulia,Purulia Coal Mine,Underground,Face,Gas leakage,Drill,4,0,27,3–5 years,Advanced,Night,77
2023,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Workshop,Side fall,Heavy Earth Moving Machinery,4,0,25,<1 year,Certified,Morning,69
2023,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Shaft,Fire,Heavy Earth Moving Machinery,6,0,19,1–3 years,None,Night,48
2023,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Workshop,Fire,Drill,5,0,18,<1 year,Basic,Morning,59
2023,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,1,0,34,5–10 years,Advanced,Morning,91
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Stockyard,Gas leakage,Loader,5,0,28,1–3 years,Certified,Afternoon,45
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Stockyard,Roof fall,Excavator,2,0,25,1–3 years,Certified,Morning,100
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Gas leakage,Drill,6,0,41,10+ years,Advanced,Night,88
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Excavation Area,Vehicle rollover,Heavy Earth Moving Machinery,3,0,29,10+ years,Certified,Morning,95
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Blasting accident,None,5,0,28,1–3 years,Intermediate,Night,62
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Fall of person,Excavator,9,0,21,<1 year,Basic,Night,36
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,5,0,32,3–5 years,Basic,Afternoon,70
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Roof fall,Truck,5,0,29,1–3 years,Advanced,Afternoon,72
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,6,1,25,1–3 years,None,Morning,50
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Stockyard,Gas leakage,Loader,4,0,29,3–5 years,Basic,Night,63
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Haul Road,Electrical accident,None,3,0,24,1–3 years,Certified,Morning,90
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Side fall,None,8,0,27,3–5 years,Basic,Night,45
2023,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,5,0,27,1–3 years,Advanced,Morning,58
2023,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Workshop,Electrical accident,Excavator,5,0,18,<1 year,Intermediate,Night,53
2023,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,6,0,30,3–5 years,Intermediate,Afternoon,65
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Vehicle rollover,Dumper,5,0,38,5–10 years,Basic,Night,57
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Vehicle rollover,Heavy Earth Moving Machinery,4,0,50,10+ years,Intermediate,Afternoon,74
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Side fall,Truck,6,0,27,3–5 years,Basic,Night,66
2023,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Fire,Heavy Earth Moving Machinery,4,0,29,3–5 years,Basic,Afternoon,74
2023,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Vehicle rollover,Loader,7,0,30,3–5 years,Basic,Morning,75
2023,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Fall of person,Dumper,4,0,28,1–3 years,Basic,Night,47
2023,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Roof fall,Truck,5,0,26,<1 year,Certified,Afternoon,92
2023,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Machinery collision,Dumper,5,0,38,5–10 years,Basic,Morning,72
2023,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,9,0,41,10+ years,None,Night,65
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Workshop,Side fall,Dumper,3,0,38,10+ years,Advanced,Morning,96
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Fall of person,Heavy Earth Moving Machinery,6,0,25,1–3 years,Advanced,Night,63
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Workshop,Gas leakage,Loader,5,0,38,5–10 years,Certified,Night,98
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Face,Gas leakage,Heavy Earth Moving Machinery,6,0,33,<1 year,None,Night,61
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,26,1–3 years,Advanced,Morning,85
2023,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Excavation Area,Side fall,Loader,5,0,21,<1 year,None,Night,46
2023,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Shaft,Electrical accident,Dumper,7,1,36,<1 year,None,Afternoon,40
2023,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Electrical accident,Heavy Earth Moving Machinery,4,1,29,5–10 years,Basic,Afternoon,64
2023,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Side fall,Heavy Earth Moving Machinery,4,0,27,<1 year,Certified,Night,92
2023,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Face,Machinery collision,Excavator,4,0,33,5–10 years,Basic,Night,70
2023,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Excavation Area,Electrical accident,Drill,3,0,39,10+ years,Advanced,Morning,77
2023,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,7,0,44,5–10 years,None,Night,61
2023,Odisha,Angul,Talcher Coal Mine,Underground,Workshop,Machinery collision,Dumper,6,0,22,<1 year,Basic,Morning,68
2023,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,3,0,19,1–3 years,Certified,Afternoon,80
2023,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,Dumper,9,0,21,<1 year,Basic,Night,26
2023,Odisha,Angul,Talcher Coal Mine,Underground,Face,Side fall,Drill,4,0,19,1–3 years,Intermediate,Night,62
2023,Odisha,Angul,Talcher Coal Mine,Underground,Workshop,Machinery collision,Drill,4,0,30,1–3 years,Certified,Night,90
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Stockyard,Gas leakage,Drill,6,0,40,10+ years,Certified,Night,88
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Workshop,Blasting accident,Dumper,6,0,22,3–5 years,Advanced,Afternoon,94
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,7,1,21,<1 year,Advanced,Night,59
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Stockyard,Fire,Heavy Earth Moving Machinery,6,0,26,1–3 years,Intermediate,Night,73
2023,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,6,0,18,1–3 years,Advanced,Night,63
2023,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Machinery collision,None,4,0,27,3–5 years,None,Morning,64
2023,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Machinery collision,Dumper,6,0,35,5–10 years,Advanced,Night,75
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Explosion,None,6,0,20,<1 year,Advanced,Night,42
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Fall of person,Truck,4,0,28,1–3 years,Advanced,Morning,74
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Gas leakage,Truck,7,0,41,10+ years,Intermediate,Morning,67
2023,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Workshop,Electrical accident,Loader,5,1,29,3–5 years,None,Afternoon,34
2023,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,4,0,37,10+ years,Intermediate,Afternoon,100
2023,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Workshop,Fall of person,Loader,5,0,18,1–3 years,Intermediate,Afternoon,31
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Machinery collision,None,2,0,24,1–3 years,Advanced,Night,72
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Electrical accident,Drill,6,0,32,5–10 years,Basic,Night,57
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Explosion,None,4,0,20,1–3 years,Intermediate,Night,54
2023,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Face,Blasting accident,None,4,0,32,3–5 years,None,Night,40
2023,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,6,0,28,1–3 years,None,Morning,43
2023,Uttar Pradesh,Mirzapur,Obra Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,9,0,20,1–3 years,None,Morning,39
2023,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Workshop,Vehicle rollover,Dumper,4,0,34,3–5 years,Intermediate,Morning,72
2023,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,4,0,31,5–10 years,None,Morning,44
2023,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Fall of person,None,3,0,21,1–3 years,None,Morning,49
2023,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Roof fall,Loader,6,1,26,<1 year,Intermediate,Morning,80
2023,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Gas leakage,None,5,0,39,3–5 years,Basic,Night,77
2023,West Bengal,Bankura,Bankura Coal Mine,Opencast,Haul Road,Machinery collision,Excavator,4,0,29,1–3 years,None,Night,42
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Roof fall,Loader,5,1,34,10+ years,Certified,Morning,84
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Haul Road,Gas leakage,Drill,13,0,19,<1 year,Intermediate,Night,37
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Stockyard,Fire,Loader,8,1,18,<1 year,None,Morning,25
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Blasting accident,Truck,3,0,36,5–10 years,Basic,Night,70
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,29,5–10 years,Certified,Morning,91
2023,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Fall of person,Drill,4,1,30,1–3 years,Intermediate,Afternoon,78
2023,West Bengal,Purulia,Purulia Coal Mine,Opencast,Face,Machinery collision,Heavy Earth Moving Machinery,2,0,28,3–5 years,Advanced,Morning,78
2023,West Bengal,Purulia,Purulia Coal Mine,Underground,Workshop,Fall of person,Dumper,4,0,33,5–10 years,Basic,Morning,61
2024,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Face,Blasting accident,Excavator,4,0,28,1–3 years,Intermediate,Afternoon,69
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,5,0,25,<1 year,Advanced,Morning,51
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Fall of person,Drill,3,0,21,<1 year,Certified,Morning,76
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fire,Loader,7,0,29,1–3 years,Advanced,Night,50
2024,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Explosion,Truck,5,0,28,1–3 years,Basic,Afternoon,54
2024,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Machinery collision,Loader,8,0,28,1–3 years,None,Night,25
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,5,0,27,<1 year,Basic,Morning,53
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Side fall,Heavy Earth Moving Machinery,3,0,30,3–5 years,Intermediate,Afternoon,87
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,7,0,40,10+ years,None,Night,49
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Roof fall,Excavator,3,0,24,1–3 years,None,Afternoon,54
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Excavation Area,Blasting accident,Dumper,3,0,25,3–5 years,Intermediate,Night,77
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Fall of person,Loader,7,0,29,1–3 years,Advanced,Afternoon,70
2024,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Haul Road,Fall of person,Heavy Earth Moving Machinery,3,0,39,5–10 years,Advanced,Afternoon,80
2024,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Haul Road,Vehicle rollover,Loader,2,0,30,3–5 years,Intermediate,Afternoon,81
2024,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Stockyard,Fall of person,Drill,3,0,43,10+ years,Intermediate,Morning,92
2024,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Stockyard,Fire,Dumper,5,0,26,<1 year,Intermediate,Afternoon,67
2024,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Fall of person,Drill,7,0,44,10+ years,Intermediate,Night,87
2024,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Workshop,Vehicle rollover,Heavy Earth Moving Machinery,3,0,21,<1 year,Intermediate,Afternoon,65
2024,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Electrical accident,Excavator,3,0,26,3–5 years,Advanced,Night,99
2024,Jharkhand,Giridih,Giridih Coalfield,Underground,Workshop,Machinery collision,Dumper,6,0,21,<1 year,Certified,Morning,73
2024,Jharkhand,Ramgarh,Central Coal Mine,Underground,Workshop,Electrical accident,Loader,2,0,31,1–3 years,Intermediate,Morning,67
2024,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,11,1,22,<1 year,Basic,Afternoon,35
2024,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Stockyard,Fire,Loader,4,0,28,1–3 years,Advanced,Night,83
2024,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,6,1,34,5–10 years,None,Night,72
2024,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,4,0,39,5–10 years,Advanced,Afternoon,73
2024,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Face,Machinery collision,Heavy Earth Moving Machinery,5,0,34,5–10 years,Intermediate,Morning,66
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,21,1–3 years,Basic,Morning,73
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Face,Gas leakage,Heavy Earth Moving Machinery,8,1,31,<1 year,Intermediate,Night,49
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Machinery collision,Truck,7,0,18,<1 year,Intermediate,Afternoon,69
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Roof fall,Dumper,4,0,20,1–3 years,Advanced,Morning,76
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Stockyard,Fall of person,Loader,5,0,34,5–10 years,Basic,Night,66
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Side fall,Loader,5,1,28,1–3 years,Intermediate,Morning,53
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Vehicle rollover,Truck,2,0,23,1–3 years,Certified,Morning,85
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Face,Side fall,Loader,4,0,25,<1 year,Basic,Night,81
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Excavation Area,Fall of person,Excavator,5,0,32,3–5 years,Certified,Afternoon,72
2024,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Excavation Area,Fall of person,Heavy Earth Moving Machinery,8,0,23,1–3 years,Basic,Night,51
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,6,0,21,<1 year,Intermediate,Morning,63
2024,Odisha,Angul,Talcher Coal Mine,Opencast,Workshop,Fire,Excavator,3,0,31,5–10 years,Intermediate,Morning,85
2024,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Side fall,Loader,3,0,36,1–3 years,Advanced,Morning,81
2024,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Fire,Truck,5,0,31,3–5 years,Intermediate,Afternoon,66
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Face,Blasting accident,None,2,0,30,3–5 years,Intermediate,Morning,73
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Blasting accident,Drill,3,0,22,<1 year,Certified,Afternoon,62
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Face,Fall of person,Drill,4,0,18,<1 year,Certified,Afternoon,81
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Gas leakage,Truck,5,0,35,5–10 years,Intermediate,Night,91
2024,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Fall of person,Truck,4,0,38,5–10 years,Basic,Afternoon,85
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,5,1,23,1–3 years,Intermediate,Night,71
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Shaft,Side fall,None,8,0,28,10+ years,None,Afternoon,59
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Fall of person,Drill,3,0,28,1–3 years,Advanced,Morning,69
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Fall of person,Drill,6,0,26,<1 year,Advanced,Afternoon,78
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Stockyard,Explosion,Excavator,7,0,25,1–3 years,Basic,Morning,34
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Shaft,Electrical accident,Dumper,3,0,34,5–10 years,Basic,Morning,58
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Blasting accident,Heavy Earth Moving Machinery,6,0,28,5–10 years,Advanced,Morning,100
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,30,3–5 years,Intermediate,Night,73
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Vehicle rollover,Drill,6,1,33,5–10 years,Basic,Morning,73
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Machinery collision,Dumper,2,0,29,3–5 years,Advanced,Afternoon,84
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Roof fall,Drill,4,0,38,5–10 years,Advanced,Night,85
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,Drill,3,0,39,3–5 years,Advanced,Afternoon,65
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Fall of person,Excavator,4,0,34,5–10 years,Basic,Morning,80
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Face,Blasting accident,None,4,0,35,5–10 years,None,Morning,54
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,7,0,23,<1 year,Basic,Night,35
2024,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Vehicle rollover,Excavator,7,0,20,1–3 years,Basic,Morning,56
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Machinery collision,Dumper,6,0,18,1–3 years,Advanced,Night,90
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Workshop,Fall of person,Loader,4,0,24,1–3 years,Intermediate,Night,48
2024,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Workshop,Blasting accident,Truck,5,0,23,<1 year,Basic,Afternoon,44
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,5,0,27,1–3 years,Advanced,Night,65
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Side fall,None,6,0,20,<1 year,Basic,Morning,32
2024,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,31,1–3 years,Advanced,Afternoon,80
2024,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Side fall,Excavator,3,0,40,5–10 years,Intermediate,Morning,66
2024,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Electrical accident,Drill,3,0,37,5–10 years,Certified,Night,100
2024,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Workshop,Machinery collision,Drill,3,0,34,5–10 years,None,Afternoon,94
2024,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Fall of person,Excavator,8,0,18,<1 year,Basic,Morning,25
2024,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Roof fall,Excavator,5,0,22,1–3 years,Basic,Night,56
2025,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,5,0,26,3–5 years,Intermediate,Afternoon,76
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Workshop,Fall of person,Loader,8,0,30,1–3 years,Intermediate,Afternoon,42
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Shaft,Machinery collision,Heavy Earth Moving Machinery,4,0,39,10+ years,Certified,Afternoon,79
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Roof fall,Loader,4,0,44,5–10 years,Basic,Night,62
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Roof fall,Heavy Earth Moving Machinery,8,0,40,10+ years,Basic,Night,79
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Machinery collision,Dumper,4,0,29,1–3 years,Advanced,Morning,90
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Face,Gas leakage,Dumper,4,0,36,5–10 years,Advanced,Night,100
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Excavation Area,Vehicle rollover,Dumper,4,0,30,3–5 years,Advanced,Night,53
2025,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Workshop,Machinery collision,Truck,3,0,32,3–5 years,Advanced,Night,75
2025,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Fire,Truck,4,0,40,5–10 years,Basic,Night,77
2025,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Excavation Area,Roof fall,Drill,7,0,19,<1 year,None,Afternoon,48
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Stockyard,Explosion,Loader,5,0,23,3–5 years,Certified,Night,63
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Haul Road,Side fall,Truck,5,0,29,5–10 years,None,Night,55
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Fire,Dumper,5,0,25,<1 year,Intermediate,Night,36
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Fall of person,Excavator,3,0,33,5–10 years,Advanced,Afternoon,92
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Fall of person,None,3,0,23,<1 year,Intermediate,Morning,74
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Side fall,Heavy Earth Moving Machinery,7,0,39,5–10 years,None,Morning,51
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Stockyard,Fire,Loader,3,0,18,1–3 years,Intermediate,Morning,78
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Explosion,Excavator,5,0,25,3–5 years,Certified,Morning,81
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Gas leakage,Loader,8,0,20,<1 year,Basic,Night,65
2025,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Excavation Area,Side fall,Dumper,3,0,35,5–10 years,None,Afternoon,62
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Blasting accident,Loader,7,0,27,<1 year,Advanced,Afternoon,63
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Blasting accident,Excavator,3,0,20,<1 year,Intermediate,Afternoon,60
2025,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Vehicle rollover,Dumper,3,0,26,1–3 years,Certified,Morning,94
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Face,Machinery collision,Excavator,6,0,26,<1 year,Intermediate,Afternoon,50
2025,Jharkhand,Giridih,Giridih Coalfield,Underground,Face,Roof fall,None,2,0,26,5–10 years,Certified,Morning,86
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Fire,Dumper,5,0,30,3–5 years,Certified,Morning,75
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Gas leakage,Heavy Earth Moving Machinery,4,0,44,10+ years,Intermediate,Night,76
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Excavation Area,Roof fall,Dumper,7,0,18,<1 year,None,Night,40
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Explosion,Truck,9,1,18,<1 year,None,Night,42
2025,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Roof fall,Drill,5,0,21,<1 year,None,Afternoon,38
2025,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,4,0,47,10+ years,Certified,Afternoon,80
