Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level,Pre_Accident_Risk_Score,Pre_Accident_Risk_Level
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Blasting accident,None,7,0,21,1–3 years,None,Morning,41,,Very High,74.36511579992025,High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Fall of person,None,4,0,28,3–5 years,Basic,Morning,67,,Very High,61.32175992097442,Moderate
2021,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Stockyard,Side fall,Loader,3,0,31,5–10 years,None,Afternoon,52,,Very High,76.3910609989903,High
2021,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Haul Road,Vehicle rollover,Truck,6,0,36,10+ years,Advanced,Night,67,80.87869019532016,High,59.83934509766008,Moderate
2021,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Face,Gas leakage,Excavator,4,0,20,1–3 years,Advanced,Morning,65,68.4663929843874,High,51.2331964921937,Low
2021,Jharkhand,Giridih,Giridih Coalfield,Opencast,Haul Road,Fire,Truck,4,0,23,1–3 years,Intermediate,Night,77,81.44048085469058,High,64.6202404273453,Moderate
2021,Jharkhand,Giridih,Giridih Coalfield,Underground,Workshop,Machinery collision,Excavator,4,0,41,10+ years,Basic,Night,76,70.54453233065323,High,59.972266165326616,Moderate
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Shaft,Roof fall,Heavy Earth Moving Machinery,4,0,33,5–10 years,Certified,Afternoon,95,67.76314591244419,High,53.381572956222094,Low
2021,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Face,Blasting accident,Drill,2,0,39,10+ years,Intermediate,Afternoon,92,47.94928361090732,Moderate,29.874641805453656,Low
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Side fall,Excavator,7,0,35,3–5 years,Basic,Night,67,97.02056928200496,Very High,77.41028464100248,High
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Fall of person,Heavy Earth Moving Machinery,4,0,34,10+ years,Basic,Morning,55,81.05709581465783,High,75.52854790732891,High
2021,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Stockyard,Gas leakage,Dumper,5,0,53,10+ years,Intermediate,Night,83,71.81618606207138,High,49.50809303103569,Low
2021,Jharkhand,Ramgarh,Central Coal Mine,Underground,Stockyard,Gas leakage,Dumper,4,0,25,5–10 years,Certified,Morning,83,63.67896952651024,High,45.439484763255116,Low
2021,Madhya Pradesh,Betul,Pathakhera Coal Mine,Opencast,Workshop,Electrical accident,Loader,4,0,20,<1 year,Intermediate,Afternoon,64,67.22850867095063,High,60.41425433547531,Moderate
2021,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,7,0,34,<1 year,Certified,Night,67,101.77187856018178,Very High,85.28593928009089,Very High
2021,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Vehicle rollover,Truck,4,0,23,1–3 years,Intermediate,Night,62,81.0590307103225,High,67.92951535516126,High
2021,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Haul Road,Vehicle rollover,Drill,3,0,26,<1 year,Intermediate,Night,81,80.38540277861127,High,69.39270138930564,High
2021,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Excavation Area,Blasting accident,Dumper,7,0,32,1–3 years,None,Night,58,,Very High,74.6042442148223,High
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Roof fall,None,4,0,18,<1 year,Advanced,Morning,69,,Very High,47.42945026583278,Low
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Shaft,Explosion,Loader,4,0,39,10+ years,Intermediate,Morning,90,69.14105420788691,High,48.070527103943455,Low
2021,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,31,3–5 years,Advanced,Night,76,83.80109796802965,High,73.60054898401484,High
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,Excavator,6,0,24,1–3 years,Basic,Afternoon,46,96.45591964293688,Very High,83.42795982146845,Very High
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Haul Road,Machinery collision,Dumper,1,0,40,10+ years,Advanced,Morning,99,51.95068780123668,Moderate,44.27534390061834,Low
2021,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Haul Road,Blasting accident,Dumper,6,0,38,10+ years,None,Morning,56,,Very High,62.55806080093355,Moderate
2021,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Workshop,Electrical accident,Loader,3,0,34,3–5 years,Certified,Afternoon,86,49.0566668001737,Moderate,35.22833340008685,Low
2021,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Machinery collision,None,2,0,34,5–10 years,Intermediate,Morning,90,,Very High,42.51501542009461,Low
2021,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Electrical accident,Excavator,7,0,28,<1 year,Intermediate,Morning,57,84.0779954095579,High,70.43899770477894,High
2021,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,3,0,18,<1 year,Certified,Morning,65,64.69672703742128,High,58.34836351871064,Moderate
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Workshop,Electrical accident,Excavator,4,0,26,3–5 years,Intermediate,Morning,63,67.69979321139343,High,58.949896605696715,Moderate
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Face,Vehicle rollover,Excavator,7,0,32,10+ years,Intermediate,Afternoon,64,71.19231534105766,High,57.39615767052883,Moderate
2021,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Shaft,Explosion,Heavy Earth Moving Machinery,6,0,24,1–3 years,Certified,Night,83,90.73923575120578,Very High,69.46961787560289,High
2021,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Face,Gas leakage,Drill,6,0,26,1–3 years,Advanced,Night,64,83.86749706977811,High,56.73374853488905,Moderate
2021,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Machinery collision,Excavator,2,0,44,10+ years,Advanced,Night,73,59.379870854005134,Moderate,45.78993542700257,Low
2021,Odisha,Angul,Talcher Coal Mine,Underground,Face,Gas leakage,Truck,5,0,45,10+ years,Advanced,Night,93,78.80385584177448,High,57.00192792088724,Moderate
2021,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Electrical accident,Excavator,5,0,39,1–3 years,Certified,Morning,83,64.10622785222306,High,49.65311392611153,Low
2021,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Shaft,Fire,None,3,0,42,10+ years,Intermediate,Night,77,,Very High,40.12250030908707,Low
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Explosion,Dumper,4,0,35,3–5 years,Basic,Night,54,104.71552323382096,Very High,78.15776161691048,High
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Blasting accident,Excavator,4,0,26,<1 year,Advanced,Night,66,79.0782996457383,High,57.23914982286915,Moderate
2021,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Vehicle rollover,Heavy Earth Moving Machinery,6,0,31,5–10 years,Certified,Night,91,80.08832963407693,High,61.24416481703847,Moderate
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Face,Blasting accident,Heavy Earth Moving Machinery,5,0,43,10+ years,Intermediate,Night,67,80.3778382375983,High,60.58891911879915,Moderate
2021,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Stockyard,Explosion,Loader,8,0,33,1–3 years,Basic,Afternoon,51,88.17421471896971,Very High,63.28710735948486,Moderate
2021,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Gas leakage,Excavator,3,0,33,5–10 years,Intermediate,Morning,67,75.0138545434689,High,58.906927271734446,Moderate
2021,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Stockyard,Fire,None,3,0,44,10+ years,Intermediate,Night,88,,Very High,43.48729850943139,Low
2021,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Electrical accident,Drill,2,0,32,5–10 years,Advanced,Night,92,50.510985161609305,Moderate,45.155492580804655,Low
2021,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Face,Side fall,None,4,0,20,<1 year,Basic,Night,38,,Very High,91.70685423151495,Very High
2021,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Fall of person,None,4,1,19,<1 year,Basic,Afternoon,57,,Very High,77.33690399277121,High
2021,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Shaft,Blasting accident,Heavy Earth Moving Machinery,3,0,41,10+ years,Advanced,Morning,87,77.94856654029026,High,57.87428327014513,Moderate
2021,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Excavation Area,Fall of person,None,3,0,33,5–10 years,Advanced,Morning,86,,Very High,38.7632795138989,Low
2021,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Electrical accident,Heavy Earth Moving Machinery,7,1,44,10+ years,None,Night,48,,Very High,95.98405471736676,Very High
2021,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Roof fall,Loader,6,0,32,<1 year,Basic,Morning,25,99.9197765555601,Very High,80.45988827778005,Very High
2021,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Fall of person,Excavator,4,0,30,5–10 years,None,Afternoon,61,,Very High,56.654736615295235,Moderate
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Roof fall,Loader,7,0,37,5–10 years,Basic,Night,65,91.55486319468694,Very High,73.77743159734348,High
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Face,Machinery collision,Excavator,7,0,18,3–5 years,None,Afternoon,47,,Very High,76.54624815453931,High
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,3,0,39,5–10 years,None,Afternoon,61,,Very High,75.57782008736932,High
2021,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Fire,Dumper,5,1,23,1–3 years,Basic,Morning,50,102.85101538269416,Very High,77.9255076913471,High
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Excavation Area,Side fall,Excavator,5,0,40,3–5 years,Advanced,Morning,63,59.03864528766557,Moderate,43.11932264383278,Low
2021,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Gas leakage,Truck,7,0,30,<1 year,None,Night,27,,Very High,100.74876349323048,Very High
2021,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Face,Side fall,Excavator,3,0,39,10+ years,Intermediate,Afternoon,74,61.86880107614266,High,54.23440053807133,Low
2021,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Workshop,Fall of person,Excavator,5,0,39,1–3 years,Advanced,Afternoon,68,75.50471019012656,High,62.85235509506328,Moderate
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,4,0,37,3–5 years,Certified,Night,81,88.23766656188052,Very High,70.31883328094025,High
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,22,<1 year,Advanced,Morning,80,75.40572970472344,High,66.20286485236171,Moderate
2021,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Shaft,Blasting accident,Heavy Earth Moving Machinery,9,1,27,<1 year,None,Morning,36,,Very High,105.12593847338114,Very High
2021,West Bengal,Bankura,Bankura Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,4,0,28,1–3 years,Basic,Afternoon,60,93.39742972351269,Very High,84.69871486175634,Very High
2021,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Side fall,None,6,0,18,1–3 years,Advanced,Night,58,,Very High,71.0257492324706,High
2021,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Machinery collision,Drill,10,0,22,1–3 years,Advanced,Morning,63,78.43042430304452,High,57.31521215152226,Moderate
2021,West Bengal,Purulia,Purulia Coal Mine,Opencast,Haul Road,Machinery collision,Loader,3,0,34,5–10 years,None,Afternoon,81,,Very High,53.77201846064037,Low
2021,West Bengal,Purulia,Purulia Coal Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,44,10+ years,Basic,Night,82,75.3940865117793,High,56.09704325588965,Moderate
2022,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Blasting accident,Drill,5,0,28,<1 year,Intermediate,Morning,63,81.47619953435584,High,64.83809976717792,Moderate
2022,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Side fall,Drill,6,0,37,5–10 years,None,Night,53,,Very High,81.04091365155968,Very High
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Electrical accident,Excavator,2,0,25,1–3 years,Advanced,Afternoon,88,62.59904756220345,High,54.89952378110173,Low
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,7,0,20,<1 year,Intermediate,Night,52,104.24420781253436,Very High,88.52210390626718,Very High
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Stockyard,Fall of person,Loader,4,0,21,<1 year,Certified,Afternoon,75,67.36974535183361,High,59.68487267591681,Moderate
2022,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Explosion,Dumper,6,0,26,1–3 years,Basic,Afternoon,62,100.89291467772668,Very High,79.84645733886333,High
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Shaft,Machinery collision,None,5,0,43,10+ years,Intermediate,Night,89,,Very High,50.010782451651515,Low
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Fire,Dumper,3,0,24,3–5 years,Advanced,Night,84,77.40366875049753,High,62.00183437524876,Moderate
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Gas leakage,None,6,0,44,10+ years,None,Night,62,,Very High,67.0448895104029,High
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Haul Road,Explosion,Dumper,6,0,33,<1 year,Intermediate,Night,66,109.9973292217169,Very High,87.19866461085846,Very High
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Electrical accident,None,3,0,39,5–10 years,Intermediate,Afternoon,69,,Very High,57.00277424674358,Moderate
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,5,0,28,<1 year,Basic,Night,49,90.72237887551452,Very High,80.16118943775726,Very High
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Face,Fire,Truck,5,0,21,3–5 years,None,Afternoon,46,,Very High,80.08672038475987,Very High
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Excavation Area,Blasting accident,Loader,7,0,18,1–3 years,Intermediate,Night,77,80.54950496421661,High,59.1747524821083,Moderate
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Electrical accident,None,2,0,42,3–5 years,Intermediate,Morning,82,,Very High,29.14119733718632,Low
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Roof fall,None,5,0,39,5–10 years,Basic,Afternoon,72,,Very High,40.473481686914965,Low
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Electrical accident,Truck,7,0,26,<1 year,Advanced,Morning,70,76.78047159734193,High,64.39023579867096,Moderate
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,8,0,24,1–3 years,Basic,Night,82,89.68983024846736,Very High,67.74491512423367,High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Roof fall,Loader,6,0,31,<1 year,Intermediate,Night,42,105.39233978664554,Very High,90.09616989332277,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Roof fall,None,3,0,25,<1 year,Intermediate,Morning,63,,Very High,63.01944500344296,Moderate
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Gas leakage,Excavator,7,0,22,1–3 years,None,Morning,48,,Very High,80.19136674979119,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Excavation Area,Gas leakage,Heavy Earth Moving Machinery,6,1,29,5–10 years,Basic,Morning,63,111.3543698351095,Very High,76.77718491755475,High
2022,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Fall of person,Truck,2,0,30,5–10 years,Intermediate,Morning,87,60.553919750924166,High,57.17695987546208,Moderate
2022,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Fall of person,Excavator,3,0,39,5–10 years,Basic,Afternoon,59,77.13568080541074,High,71.36784040270537,High
2022,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,7,0,27,<1 year,None,Morning,49,,Very High,79.07796760047509,High
2022,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Electrical accident,Truck,4,0,19,<1 year,Certified,Morning,81,61.99265556879136,High,53.196327784395685,Low
2022,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Workshop,Blasting accident,Drill,6,0,29,5–10 years,Intermediate,Afternoon,94,66.58959468526567,High,43.09479734263283,Low
2022,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Shaft,Machinery collision,Drill,5,1,26,1–3 years,None,Morning,29,,Very High,87.77917326943209,Very High
2022,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Excavation Area,Vehicle rollover,None,6,1,29,<1 year,Advanced,Afternoon,59,,Very High,63.73088891154035,Moderate
2022,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Haul Road,Machinery collision,Dumper,3,0,32,10+ years,Basic,Morning,77,77.22517123685776,High,65.51258561842889,Moderate
2022,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Vehicle rollover,Drill,4,0,18,1–3 years,Advanced,Afternoon,62,61.89243252190741,High,51.8462162609537,Low
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Blasting accident,Dumper,8,0,20,1–3 years,Basic,Afternoon,55,111.34276844826056,Very High,90.17138422413028,Very High
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,3,0,41,10+ years,Intermediate,Afternoon,80,60.48117258136953,High,50.74058629068476,Low
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,None,6,0,35,3–5 years,None,Night,65,,Very High,73.55960835583056,High
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Blasting accident,Loader,4,0,21,3–5 years,Advanced,Night,65,80.7662744826316,High,58.3831372413158,Moderate
2022,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Roof fall,Dumper,4,0,24,1–3 years,Certified,Morning,98,54.91342199949084,Moderate,43.05671099974542,Low
2022,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,2,0,41,5–10 years,Certified,Afternoon,100,60.812418978118096,High,50.406209489059044,Low
2022,Odisha,Angul,Talcher Coal Mine,Underground,Face,Gas leakage,Dumper,5,0,50,10+ years,Advanced,Night,100,76.30828850872216,High,52.15414425436108,Low
2022,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Fire,Truck,4,1,18,1–3 years,Advanced,Night,51,108.78781845582802,Very High,88.09390922791401,Very High
2022,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Explosion,Heavy Earth Moving Machinery,7,0,20,<1 year,Basic,Afternoon,47,125.68458349348523,Very High,106.24229174674262,Very High
2022,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,4,0,20,1–3 years,None,Afternoon,55,,Very High,97.29202962656836,Very High
2022,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Fire,Truck,6,0,32,5–10 years,Intermediate,Night,88,91.1463591498916,Very High,70.1731795749458,High
2022,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,6,0,25,<1 year,Advanced,Night,82,71.57729105843168,High,52.68864552921584,Low
2022,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Workshop,Blasting accident,Truck,3,0,28,3–5 years,Basic,Night,71,98.27112824663922,Very High,80.83556412331961,Very High
2022,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Explosion,Loader,3,0,29,5–10 years,Basic,Morning,65,72.01768337320485,High,52.00884168660242,Low
2022,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Side fall,Truck,4,1,26,1–3 years,Intermediate,Afternoon,76,102.9504106483008,Very High,77.6752053241504,High
2022,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Gas leakage,Loader,4,1,38,3–5 years,Advanced,Night,84,91.75249213551014,Very High,61.176246067755066,Moderate
2022,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Face,Electrical accident,None,4,0,28,3–5 years,Advanced,Morning,49,,Very High,58.52478755185501,Moderate
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Gas leakage,Loader,4,0,29,<1 year,Advanced,Afternoon,100,70.26976724872152,High,50.13488362436076,Low
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,None,6,0,26,<1 year,Intermediate,Night,69,,Very High,70.2889042847566,High
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Stockyard,Machinery collision,Excavator,4,0,30,3–5 years,Advanced,Afternoon,93,46.11606207671895,Moderate,30.658031038359475,Low
2022,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Explosion,Heavy Earth Moving Machinery,11,0,22,1–3 years,None,Afternoon,26,,Very High,110.57954971379283,Very High
2022,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Workshop,Machinery collision,Dumper,2,0,32,3–5 years,Advanced,Night,90,63.30160319458176,High,47.15080159729088,Low
2022,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Roof fall,Drill,3,0,29,3–5 years,Advanced,Afternoon,92,64.68449881372678,High,48.74224940686339,Low
2022,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,3,0,24,3–5 years,None,Night,79,,Very High,66.84795293566432,Moderate
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Workshop,Fall of person,Dumper,5,0,19,1–3 years,Advanced,Night,85,80.80485568865578,High,69.90242784432789,High
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Fall of person,Heavy Earth Moving Machinery,4,0,39,5–10 years,Basic,Night,76,87.9676985079138,Very High,79.1838492539569,High
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,7,0,29,5–10 years,Basic,Morning,56,92.44750185928858,Very High,74.92375092964429,High
2022,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,2,0,23,5–10 years,Advanced,Afternoon,74,58.36765475633038,Moderate,50.983827378165195,Low
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Face,Roof fall,None,6,0,48,10+ years,Intermediate,Night,75,,Very High,50.75841615794829,Low
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Shaft,Fire,Excavator,3,0,44,10+ years,Advanced,Morning,86,56.193946063834765,Moderate,42.29697303191738,Low
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Blasting accident,Drill,6,0,25,3–5 years,Basic,Morning,70,81.0736735167582,High,60.0368367583791,Moderate
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,3,0,30,3–5 years,Advanced,Night,76,84.30574924910113,High,66.35287462455057,Moderate
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Haul Road,Fire,Heavy Earth Moving Machinery,7,0,30,1–3 years,None,Night,39,,Very High,97.15385474752833,Very High
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,7,0,18,<1 year,Basic,Night,57,110.32359788476457,Very High,99.06179894238227,Very High
2022,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Electrical accident,Drill,7,0,27,<1 year,Certified,Morning,79,71.71762232473397,High,53.15881116236698,Low
2022,West Bengal,Bankura,Bankura Coal Mine,Opencast,Workshop,Roof fall,Dumper,8,0,23,1–3 years,None,Morning,49,,Very High,64.07772938198423,Moderate
2022,West Bengal,Bankura,Bankura Coal Mine,Underground,Stockyard,Blasting accident,Excavator,3,0,42,10+ years,Certified,Morning,85,53.94245823243426,Moderate,36.97122911621713,Low
2022,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,30,5–10 years,Basic,Night,75,92.08346077554786,Very High,81.04173038777394,Very High
2022,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Workshop,Side fall,None,3,0,32,5–10 years,Basic,Night,64,,Very High,60.04282750844032,Moderate
2022,West Bengal,Purulia,Purulia Coal Mine,Underground,Face,Gas leakage,Drill,4,0,27,3–5 years,Advanced,Night,77,82.77501617282772,High,61.78750808641386,Moderate
2023,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Workshop,Side fall,Heavy Earth Moving Machinery,4,0,25,<1 year,Certified,Morning,69,68.75398562997766,High,53.17699281498883,Low
2023,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Shaft,Fire,Heavy Earth Moving Machinery,6,0,19,1–3 years,None,Night,48,,Very High,108.1694241721984,Very High
2023,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Workshop,Fire,Drill,5,0,18,<1 year,Basic,Morning,59,74.93112746442515,High,58.76556373221257,Moderate
2023,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,1,0,34,5–10 years,Advanced,Morning,91,48.68277143121759,Moderate,34.04138571560879,Low
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Stockyard,Gas leakage,Loader,5,0,28,1–3 years,Certified,Afternoon,45,91.72746502023398,Very High,73.86373251011699,High
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Stockyard,Roof fall,Excavator,2,0,25,1–3 years,Certified,Morning,100,51.99288234520135,Moderate,38.49644117260067,Low
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Gas leakage,Drill,6,0,41,10+ years,Advanced,Night,88,72.96255640183902,High,50.08127820091951,Low
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Excavation Area,Vehicle rollover,Heavy Earth Moving Machinery,3,0,29,10+ years,Certified,Morning,95,43.60062252214083,Moderate,28.800311261070416,Low
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Blasting accident,None,5,0,28,1–3 years,Intermediate,Night,62,,Very High,71.6606716330885,High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Fall of person,Excavator,9,0,21,<1 year,Basic,Night,36,109.17566469636452,Very High,95.28783234818226,Very High
