Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level
2021,West Bengal,Purulia,Purulia Coal Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,44,10+ years,Basic,Night,82,75.3940865117793,High
2022,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Blasting accident,Drill,5,0,28,<1 year,Intermediate,Morning,63,81.47619953435584,High
2022,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Face,Side fall,Drill,6,0,37,5–10 years,,Night,53,,Very High
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Electrical accident,Excavator,2,0,25,1–3 years,Advanced,Afternoon,88,62.59904756220345,High
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,7,0,20,<1 year,Intermediate,Night,52,104.24420781253437,Very High
2022,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Stockyard,Fall of person,Loader,4,0,21,<1 year,Certified,Afternoon,75,67.36974535183361,High
2022,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Excavation Area,Explosion,Dumper,6,0,26,1–3 years,Basic,Afternoon,62,100.89291467772667,Very High
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Shaft,Machinery collision,,5,0,43,10+ years,Intermediate,Night,89,,Very High
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Fire,Dumper,3,0,24,3–5 years,Advanced,Night,84,77.40366875049753,High
2022,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Gas leakage,,6,0,44,10+ years,,Night,62,,Very High
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Haul Road,Explosion,Dumper,6,0,33,<1 year,Intermediate,Night,66,109.9973292217169,Very High
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Electrical accident,,3,0,39,5–10 years,Intermediate,Afternoon,69,,Very High
2022,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,5,0,28,<1 year,Basic,Night,49,90.72237887551452,Very High
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Face,Fire,Truck,5,0,21,3–5 years,,Afternoon,46,,Very High
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Excavation Area,Blasting accident,Loader,7,0,18,1–3 years,Intermediate,Night,77,80.54950496421661,High
2022,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Electrical accident,,2,0,42,3–5 years,Intermediate,Morning,82,,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Roof fall,,5,0,39,5–10 years,Basic,Afternoon,72,,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Electrical accident,Truck,7,0,26,<1 year,Advanced,Morning,70,76.78047159734193,High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,8,0,24,1–3 years,Basic,Night,82,89.68983024846736,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Stockyard,Roof fall,Loader,6,0,31,<1 year,Intermediate,Night,42,105.39233978664554,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Roof fall,,3,0,25,<1 year,Intermediate,Morning,63,,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Gas leakage,Excavator,7,0,22,1–3 years,,Morning,48,,Very High
2022,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Excavation Area,Gas leakage,Heavy Earth Moving Machinery,6,1,29,5–10 years,Basic,Morning,63,111.3543698351095,Very High
2022,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Fall of person,Truck,2,0,30,5–10 years,Intermediate,Morning,87,60.553919750924166,High
2022,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Fall of person,Excavator,3,0,39,5–10 years,Basic,Afternoon,59,77.13568080541074,High
2022,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,7,0,27,<1 year,,Morning,49,,Very High
2022,Jharkhand,Ramgarh,Central Coal Mine,Opencast,Haul Road,Electrical accident,Truck,4,0,19,<1 year,Certified,Morning,81,61.992655568791356,High
2022,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Workshop,Blasting accident,Drill,6,0,29,5–10 years,Intermediate,Afternoon,94,66.58959468526567,High
2022,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Shaft,Machinery collision,Drill,5,1,26,1–3 years,,Morning,29,,Very High
2022,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Excavation Area,Vehicle rollover,,6,1,29,<1 year,Advanced,Afternoon,59,,Very High
2022,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Haul Road,Machinery collision,Dumper,3,0,32,10+ years,Basic,Morning,77,77.22517123685776,High
2022,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Vehicle rollover,Drill,4,0,18,1–3 years,Advanced,Afternoon,62,61.89243252190741,High
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Blasting accident,Dumper,8,0,20,1–3 years,Basic,Afternoon,55,111.34276844826057,Very High
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,3,0,41,10+ years,Intermediate,Afternoon,80,60.48117258136953,High
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,,6,0,35,3–5 years,,Night,65,,Very High
2022,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Blasting accident,Loader,4,0,21,3–5 years,Advanced,Night,65,80.7662744826316,High
2022,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Face,Roof fall,Dumper,4,0,24,1–3 years,Certified,Morning,98,54.913421999490836,Moderate
2022,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,2,0,41,5–10 years,Certified,Afternoon,100,60.812418978118096,High
2022,Odisha,Angul,Talcher Coal Mine,Underground,Face,Gas leakage,Dumper,5,0,50,10+ years,Advanced,Night,100,76.30828850872216,High
2022,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Fire,Truck,4,1,18,1–3 years,Advanced,Night,51,108.78781845582802,Very High
2022,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Explosion,Heavy Earth Moving Machinery,7,0,20,<1 year,Basic,Afternoon,47,125.68458349348523,Very High
2022,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,4,0,20,1–3 years,,Afternoon,55,,Very High
2022,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Fire,Truck,6,0,32,5–10 years,Intermediate,Night,88,91.1463591498916,Very High
2022,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,6,0,25,<1 year,Advanced,Night,82,71.57729105843168,High
2022,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Workshop,Blasting accident,Truck,3,0,28,3–5 years,Basic,Night,71,98.27112824663922,Very High
2022,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Face,Explosion,Loader,3,0,29,5–10 years,Basic,Morning,65,72.01768337320485,High
2022,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Side fall,Truck,4,1,26,1–3 years,Intermediate,Afternoon,76,102.9504106483008,Very High
2022,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Gas leakage,Loader,4,1,38,3–5 years,Advanced,Night,84,91.75249213551014,Very High
2022,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Face,Electrical accident,,4,0,28,3–5 years,Advanced,Morning,49,,Very High
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Workshop,Gas leakage,Loader,4,0,29,<1 year,Advanced,Afternoon,100,70.26976724872152,High
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,,6,0,26,<1 year,Intermediate,Night,69,,Very High
2022,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Stockyard,Machinery collision,Excavator,4,0,30,3–5 years,Advanced,Afternoon,93,46.11606207671895,Moderate
2022,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Explosion,Heavy Earth Moving Machinery,11,0,22,1–3 years,,Afternoon,26,,Very High
2022,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Workshop,Machinery collision,Dumper,2,0,32,3–5 years,Advanced,Night,90,63.30160319458176,High
2022,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Face,Roof fall,Drill,3,0,29,3–5 years,Advanced,Afternoon,92,64.68449881372678,High
2022,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,3,0,24,3–5 years,,Night,79,,Very High
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Workshop,Fall of person,Dumper,5,0,19,1–3 years,Advanced,Night,85,80.80485568865578,High
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Fall of person,Heavy Earth Moving Machinery,4,0,39,5–10 years,Basic,Night,76,87.9676985079138,Very High
2022,Telangana,Peddapalli,Singareni Coal Mine,Underground,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,7,0,29,5–10 years,Basic,Morning,56,92.44750185928858,Very High
2022,Uttar Pradesh,Mirzapur,Obra Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,2,0,23,5–10 years,Advanced,Afternoon,74,58.36765475633038,Moderate
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Face,Roof fall,,6,0,48,10+ years,Intermediate,Night,75,,Very High
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Shaft,Fire,Excavator,3,0,44,10+ years,Advanced,Morning,86,56.193946063834765,Moderate
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Blasting accident,Drill,6,0,25,3–5 years,Basic,Morning,70,81.0736735167582,High
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,3,0,30,3–5 years,Advanced,Night,76,84.30574924910113,High
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Haul Road,Fire,Heavy Earth Moving Machinery,7,0,30,1–3 years,,Night,39,,Very High
2022,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,7,0,18,<1 year,Basic,Night,57,110.32359788476455,Very High
2022,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Electrical accident,Drill,7,0,27,<1 year,Certified,Morning,79,71.71762232473397,High
2022,West Bengal,Bankura,Bankura Coal Mine,Opencast,Workshop,Roof fall,Dumper,8,0,23,1–3 years,,Morning,49,,Very High
2022,West Bengal,Bankura,Bankura Coal Mine,Underground,Stockyard,Blasting accident,Excavator,3,0,42,10+ years,Certified,Morning,85,53.94245823243426,Moderate
2022,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,30,5–10 years,Basic,Night,75,92.08346077554786,Very High
2022,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Workshop,Side fall,,3,0,32,5–10 years,Basic,Night,64,,Very High
2022,West Bengal,Purulia,Purulia Coal Mine,Underground,Face,Gas leakage,Drill,4,0,27,3–5 years,Advanced,Night,77,82.77501617282772,High
2023,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Workshop,Side fall,Heavy Earth Moving Machinery,4,0,25,<1 year,Certified,Morning,69,68.75398562997766,High
2023,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Shaft,Fire,Heavy Earth Moving Machinery,6,0,19,1–3 years,,Night,48,,Very High
2023,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Workshop,Fire,Drill,5,0,18,<1 year,Basic,Morning,59,74.93112746442515,High
2023,Chhattisgarh,Koriya,Chirimiri Coal Mine,Opencast,Excavation Area,Machinery collision,Loader,1,0,34,5–10 years,Advanced,Morning,91,48.68277143121759,Moderate
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Stockyard,Gas leakage,Loader,5,0,28,1–3 years,Certified,Afternoon,45,91.72746502023398,Very High
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Stockyard,Roof fall,Excavator,2,0,25,1–3 years,Certified,Morning,100,51.992882345201345,Moderate
2023,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Gas leakage,Drill,6,0,41,10+ years,Advanced,Night,88,72.96255640183902,High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Excavation Area,Vehicle rollover,Heavy Earth Moving Machinery,3,0,29,10+ years,Certified,Morning,95,43.60062252214083,Moderate
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Blasting accident,,5,0,28,1–3 years,Intermediate,Night,62,,Very High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Face,Fall of person,Excavator,9,0,21,<1 year,Basic,Night,36,109.17566469636452,Very High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,5,0,32,3–5 years,Basic,Afternoon,70,91.28626494887757,Very High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Roof fall,Truck,5,0,29,1–3 years,Advanced,Afternoon,72,83.28937021293953,High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,6,1,25,1–3 years,,Morning,50,,Very High
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Stockyard,Gas leakage,Loader,4,0,29,3–5 years,Basic,Night,63,84.13464842114779,High
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Haul Road,Electrical accident,,3,0,24,1–3 years,Certified,Morning,90,,Very High
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Side fall,,8,0,27,3–5 years,Basic,Night,45,,Very High
2023,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,5,0,27,1–3 years,Advanced,Morning,58,71.72050025882652,High
2023,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Workshop,Electrical accident,Excavator,5,0,18,<1 year,Intermediate,Night,53,74.88494513687077,High
2023,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,6,0,30,3–5 years,Intermediate,Afternoon,65,95.22282695969555,Very High
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Vehicle rollover,Dumper,5,0,38,5–10 years,Basic,Night,57,101.70920197217941,Very High
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Vehicle rollover,Heavy Earth Moving Machinery,4,0,50,10+ years,Intermediate,Afternoon,74,85.42795446658141,Very High
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Side fall,Truck,6,0,27,3–5 years,Basic,Night,66,99.91133870328949,Very High
2023,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Fire,Heavy Earth Moving Machinery,4,0,29,3–5 years,Basic,Afternoon,74,81.87842368042264,High
2023,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Vehicle rollover,Loader,7,0,30,3–5 years,Basic,Morning,75,88.4225514352198,Very High
2023,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Fall of person,Dumper,4,0,28,1–3 years,Basic,Night,47,105.85373961289481,Very High
2023,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Roof fall,Truck,5,0,26,<1 year,Certified,Afternoon,92,74.70718325023226,High
2023,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Machinery collision,Dumper,5,0,38,5–10 years,Basic,Morning,72,79.10484320358572,High
2023,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,9,0,41,10+ years,,Night,65,,Very High
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Workshop,Side fall,Dumper,3,0,38,10+ years,Advanced,Morning,96,44.48511900438289,Moderate
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Fall of person,Heavy Earth Moving Machinery,6,0,25,1–3 years,Advanced,Night,63,89.78417724595673,Very High
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Workshop,Gas leakage,Loader,5,0,38,5–10 years,Certified,Night,98,70.41746262541623,High
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Face,Gas leakage,Heavy Earth Moving Machinery,6,0,33,<1 year,,Night,61,,Very High
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,26,1–3 years,Advanced,Morning,85,76.11987450527928,High
2023,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Excavation Area,Side fall,Loader,5,0,21,<1 year,,Night,46,,Very High
2023,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Shaft,Electrical accident,Dumper,7,1,36,<1 year,,Afternoon,40,,Very High
2023,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Electrical accident,Heavy Earth Moving Machinery,4,1,29,5–10 years,Basic,Afternoon,64,103.91688472790092,Very High
2023,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Side fall,Heavy Earth Moving Machinery,4,0,27,<1 year,Certified,Night,92,71.63757917841957,High
2023,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Face,Machinery collision,Excavator,4,0,33,5–10 years,Basic,Night,70,72.90306649559477,High
2023,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Excavation Area,Electrical accident,Drill,3,0,39,10+ years,Advanced,Morning,77,53.12403692694686,Moderate
2023,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,7,0,44,5–10 years,,Night,61,,Very High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Workshop,Machinery collision,Dumper,6,0,22,<1 year,Basic,Morning,68,84.63810217821874,High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,3,0,19,1–3 years,Certified,Afternoon,80,66.88587342854399,High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,Dumper,9,0,21,<1 year,Basic,Night,26,135.12809798590013,Very High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Face,Side fall,Drill,4,0,19,1–3 years,Intermediate,Night,62,90.58168018461991,Very High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Workshop,Machinery collision,Drill,4,0,30,1–3 years,Certified,Night,90,68.37274650655759,High
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Stockyard,Gas leakage,Drill,6,0,40,10+ years,Certified,Night,88,51.75513729427526,Moderate
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Workshop,Blasting accident,Dumper,6,0,22,3–5 years,Advanced,Afternoon,94,58.441580718965675,Moderate
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,7,1,21,<1 year,Advanced,Night,59,109.89685231960141,Very High
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Stockyard,Fire,Heavy Earth Moving Machinery,6,0,26,1–3 years,Intermediate,Night,73,100.02289964915478,Very High
2023,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,6,0,18,1–3 years,Advanced,Night,63,90.1767660738838,Very High
2023,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Machinery collision,,4,0,27,3–5 years,,Morning,64,,Very High
2023,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Machinery collision,Dumper,6,0,35,5–10 years,Advanced,Night,75,91.11820127784246,Very High
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Explosion,,6,0,20,<1 year,Advanced,Night,42,,Very High
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Fall of person,Truck,4,0,28,1–3 years,Advanced,Morning,74,72.69247572021033,High
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Gas leakage,Truck,7,0,41,10+ years,Intermediate,Morning,67,87.15158249895933,Very High
2023,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Workshop,Electrical accident,Loader,5,1,29,3–5 years,,Afternoon,34,,Very High
2023,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,4,0,37,10+ years,Intermediate,Afternoon,100,60.29268233584766,High
2023,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Workshop,Fall of person,Loader,5,0,18,1–3 years,Intermediate,Afternoon,31,81.89327186875362,High
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Machinery collision,,2,0,24,1–3 years,Advanced,Night,72,,Very High
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Electrical accident,Drill,6,0,32,5–10 years,Basic,Night,57,82.01968491174554,High
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Explosion,,4,0,20,1–3 years,Intermediate,Night,54,,Very High
2023,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Face,Blasting accident,,4,0,32,3–5 years,,Night,40,,Very High
2023,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,6,0,28,1–3 years,,Morning,43,,Very High
2023,Uttar Pradesh,Mirzapur,Obra Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,9,0,20,1–3 years,,Morning,39,,Very High
2023,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Workshop,Vehicle rollover,Dumper,4,0,34,3–5 years,Intermediate,Morning,72,61.217027743656224,High
2023,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,4,0,31,5–10 years,,Morning,44,,Very High
2023,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Fall of person,,3,0,21,1–3 years,,Morning,49,,Very High
2023,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Roof fall,Loader,6,1,26,<1 year,Intermediate,Morning,80,93.78282053392876,Very High
2023,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Gas leakage,,5,0,39,3–5 years,Basic,Night,77,,Very High
2023,West Bengal,Bankura,Bankura Coal Mine,Opencast,Haul Road,Machinery collision,Excavator,4,0,29,1–3 years,,Night,42,,Very High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Roof fall,Loader,5,1,34,10+ years,Certified,Morning,84,78.79582437978138,High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Haul Road,Gas leakage,Drill,13,0,19,<1 year,Intermediate,Night,37,129.70626011819104,Very High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Stockyard,Fire,Loader,8,1,18,<1 year,,Morning,25,,Very High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Blasting accident,Truck,3,0,36,5–10 years,Basic,Night,70,81.57389636503332,High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,29,5–10 years,Certified,Morning,91,73.89343921299944,High
2023,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Fall of person,Drill,4,1,30,1–3 years,Intermediate,Afternoon,78,82.03687373605796,High
2023,West Bengal,Purulia,Purulia Coal Mine,Opencast,Face,Machinery collision,Heavy Earth Moving Machinery,2,0,28,3–5 years,Advanced,Morning,78,59.85571716765178,Moderate
2023,West Bengal,Purulia,Purulia Coal Mine,Underground,Workshop,Fall of person,Dumper,4,0,33,5–10 years,Basic,Morning,61,75.50349965155998,High
2024,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Face,Blasting accident,Excavator,4,0,28,1–3 years,Intermediate,Afternoon,69,74.19233904307143,High
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,5,0,25,<1 year,Advanced,Morning,51,97.02255835230423,Very High
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Fall of person,Drill,3,0,21,<1 year,Certified,Morning,76,58.30535197247906,Moderate
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fire,Loader,7,0,29,1–3 years,Advanced,Night,50,97.81256423503844,Very High
2024,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Explosion,Truck,5,0,28,1–3 years,Basic,Afternoon,54,111.26898691913601,Very High
2024,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Machinery collision,Loader,8,0,28,1–3 years,,Night,25,,Very High
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,5,0,27,<1 year,Basic,Morning,53,101.94861686929134,Very High
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Side fall,Heavy Earth Moving Machinery,3,0,30,3–5 years,Intermediate,Afternoon,87,76.62572091076758,High
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,7,0,40,10+ years,,Night,49,,Very High
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Roof fall,Excavator,3,0,24,1–3 years,,Afternoon,54,,Very High
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Excavation Area,Blasting accident,Dumper,3,0,25,3–5 years,Intermediate,Night,77,76.59612076642796,High
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Fall of person,Loader,7,0,29,1–3 years,Advanced,Afternoon,70,86.36602740768984,Very High
2024,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Haul Road,Fall of person,Heavy Earth Moving Machinery,3,0,39,5–10 years,Advanced,Afternoon,80,68.98434076999051,High
2024,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Haul Road,Vehicle rollover,Loader,2,0,30,3–5 years,Intermediate,Afternoon,81,55.306439070367404,Moderate
2024,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Stockyard,Fall of person,Drill,3,0,43,10+ years,Intermediate,Morning,92,44.829249623678606,Moderate
2024,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Stockyard,Fire,Dumper,5,0,26,<1 year,Intermediate,Afternoon,67,78.71423653601684,High
2024,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Fall of person,Drill,7,0,44,10+ years,Intermediate,Night,87,63.56995322112872,High
2024,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Workshop,Vehicle rollover,Heavy Earth Moving Machinery,3,0,21,<1 year,Intermediate,Afternoon,65,88.8887332496365,Very High
